rotten_tomatoes_link,movie_info
m/10008601-fireflies_in_the_garden,"Successful novelist Michael (Ryan Reynolds) visits his family in the Midwest, only to learn that his mother, Lisa (Julia Roberts), has died in a tragic accident. Along with his father, Charles (Willem Dafoe), a college professor, and his sister, Ryne (Shannon Lucio), Michael attempts to come to terms with his grief. Lisa's absence revives many old wounds, however, and the emerging tensions threaten to destroy the family just as they make an effort to come together and mourn."
m/10008606-eye,"Blind for most of her life, concert violinist Sydney Wells (Jessica Alba) is the recipient of a double corneal transplant that restores her sight at long last. With the help of her doctor (Alessandro Nivola) and sister (Parker Posey), she learns to see again. Soon, however, frightening visions convince her that a terrifying alternate world exists, and only she can see it."
m/10008607-day_of_the_dead,"After zombies take over the world, a group of survivors struggles to survive within a bunker."
m/10008611-my_best_friends_girl,"Lovestruck Dustin (Jason Biggs) is dating Alexis (Kate Hudson), his ideal girlfriend, but when she dumps him for coming on too strong, Dustin takes drastic measures to win her back. He asks his pal Tank (Dane Cook) to take her on a horrible date so that she will come running back to him, and Tank happily agrees. However, Alexis is more than a match for Tank's shock tactics, leaving him torn between loyalty to Dustin and a growing attraction toward Alexis."
m/10008613-burrowers,A rescue party comes face to face with underground creatures attacking a town.
m/10008617-midnight_meat_train,"When struggling photographer Leon Kaufman (Bradley Cooper) meets the owner of a prominent art gallery, he sees a chance for the success that has, so far, eluded him. Determined to show the darker side of humanity for his debut showing, Leon crosses paths with Mahogany (Vinnie Jones) a serial killer who preys on late-night subway commuters. His fascination with Mahogany pulls him -- and his lover (Leslie Bibb) -- deep into an evil abyss."
m/10008618-return,"Stuck at a closed airport while on leave from Iraq War service, soldiers Colee Dunn (Rachel McAdams), Fred Cheaver (Tim Robbins) and T.K. Poole (Michael Peña) decide to carpool to get to their far-off destinations. Colee wants to visit with her late fiancé's family, while wounded T.K. longs to see his future wife and Fred, needing fast cash to send his son to college, is headed for a casino. During the journey, the soldiers forge a bond based on their uncertain futures."
m/10008621-run_fat_boy_run,"Five years earlier, nervous bridegroom Dennis (Simon Pegg) leaves his pregnant girlfriend, Libby (Thandie Newton), at the altar. Now he realizes he made a big mistake and wants to win her back. Unfortunately, Libby is involved with a handsome, attentive and fit financier (Hank Azaria), who plans to run in a charity marathon. Out-of-shape Dennis enters the race -- hoping to impress Libby -- even though he only has three weeks to prepare."
m/10008652-closing_escrow,Three quirky families collide when they try to buy the same property.
m/10008655-whiteout,"The only U.S. Marshal assigned to Antarctica, Carrie Stetko (Kate Beckinsale) will soon leave the harsh environment behind for good; in three days, the sun will set and the Amundsen-Scott Research Station will shut down for the long winter. When a body is discovered out on the open ice, Carrie's investigation into the continent's first homicide plunges her deep into a mystery that may cost her her own life."
m/10008661-randy_and_the_mob,"A self-centered Southerner (Ray McKinnon) turns to his estranged, gay twin for help when he runs into trouble with Italian mobsters."
m/10008667-black_irish,A teen (Michael Angarano) tries to keep his life together while his parents wallow in an unhappy marriage and his brother (Thomas Guiry) tries to lure him into criminal behavior.
m/10008678-wild_child,"Sixteen-year-old Poppy (Emma Roberts) has everything her unlimited credit cards can buy, and a spoiled attitude to match. After a final thoughtless prank, her exasperated father (Aidan Quinn) ships her off to boarding school in England. There, Poppy meets her match in a stern headmistress (Natasha Richardson) and a class full of girls who will not tolerate her selfishness."
m/10008687-powder_blue,"After serving 25 years in prison, a former hit man (Ray Liotta) tries to track down his daughter (Jessica Biel)."
m/10008698-king_corn,"Two recent college graduates travel to Iowa to investigate the role that corn plays in an increasingly complicated and dysfunctional American food industry. After planting their own small crop of corn and tracing its journey through the industry, they are alarmed to discover that corn figures in almost everything Americans eat. The consequences of this are examined through interviews with various experts and industry insiders, providing a balanced look at this American agricultural issue."
m/10008699-terrors_advocate,"Jacques Verges, a lawyer and former Free French Forces guerrilla, defends war criminals and those who deny the validity of the Holocaust."
m/10008700-darfur_now,"Individuals from all walks of life -- movie stars, activists, politicians and others -- campaign to raise public awareness about the situation in Sudan's Darfur region and the urgent need for collective action. Through steps both small and large, these individuals do what they can to halt the genocide and generate sufficient humanitarian aid for the millions who face severe oppression. This crisis, they argue, does not belong just to the inhabitants of Sudan, but to all citizens of the earth."
m/10008701-laaga_chunari_mein_daag,Two small-town sisters have a hard time adjusting to life in the big city.
m/10008703-rails_and_ties,"Engineer Tom Stark (Kevin Bacon) kills a suicidal woman when his train slams into her car. Suspended from his job, he must confront his wife Megan's (Marcia Gay Harden) illness finally, but Megan announces she is going to leave him. Unexpectedly, the son (Miles Heizer) of the dead woman, arrives on the couple's doorstep and moves in with them."
m/10008705-mr_untouchable,"Growing up as part of a poor family in New York City's Harlem, Nicky Barnes aspires to wealth and power. In the early 1970s, as drug use becomes increasingly popular, Barnes devises a plan to obtain the lifestyle he has always wanted. With help from the mob, Barnes establishes himself as a successful drug dealer and becomes tremendously wealthy. Barnes's extravagant lifestyle, however, proves to be his undoing, as he unwittingly draws the attention of the FBI."
m/10008706-house,"Stranded in the rural South, two couples take shelter in an old house. Unaware that evil itself infuses the structure, the four discover that the house will not allow them to leave, and that they are at the mercy of a mad killer who claims to have slain God."
m/10008744-canvas,"In a small coastal town, contractor John Marino (Joe Pantoliano) struggles to understand his wife, Mary (Marcia Gay Harden), when she starts behaving strangely. After a doctor's visit, they discover she has schizophrenia. Nothing the doctors do helps, however, so John must live with his wife's incurable mental illness, while also helping their confused child Chris (Devon Gearhart) make sense of it. But as Mary's mental state declines, John finds an unexpected source of comfort in his son."
m/10008747-skid_row,Fugees musician Pras Michel spends nine days on the streets of downtown Los Angeles as a homeless man.
m/10008748-saawariya,"Sparks fly when wandering singer Ranbir Raj (Ranbir Kapoor) arrives in a mystical town and meets charming prostitute Gulabji (Rani Mukherjee). Gulabji directs Raj to a local boarding house, and he begins to explore his new home. But soon the restless Raj meets the stunning Sakina (Sonam Kapoor), a young Muslim who spurns his advances. As Gulabji pines for the handsome musician, Raj falls hard for the elusive Sakima -- who secretly harbors her own unspoken desires."
